Date,SHY,IEF,TLT
2019-04-09,71.08448791503906,88.79383850097656,100.4596176147461
2019-04-10,71.143798828125,89.00377655029297,100.70272827148438
2019-04-11,71.10139465332031,88.80225372314453,100.11121368408203
2019-04-12,71.05905151367188,88.39080047607422,99.39815521240234
2019-04-15,71.06751251220703,88.5083236694336,99.64938354492188
2019-04-16,71.05905151367188,88.2060775756836,99.02539825439453
2019-04-17,71.08448791503906,88.22286224365234,99.06597900390625
2019-04-18,71.10139465332031,88.43280792236328,99.58448028564453
2019-04-22,71.1098861694336,88.30685424804688,99.1064453125
2019-04-23,71.143798828125,88.46635437011719,99.31714630126953
2019-04-24,71.18619537353516,88.80225372314453,100.12741088867188
2019-04-25,71.18619537353516,88.69310760498047,99.98155212402344
2019-04-26,71.262451171875,88.92819213867188,100.32186126708984
2019-04-29,71.23702239990234,88.74346160888672,99.68174743652344
2019-04-30,71.2878646850586,88.91981506347656,100.19223022460938
2019-05-01,71.22505187988281,88.87938690185547,100.60552978515625
2019-05-02,71.19108581542969,88.6269760131836,100.12646484375
2019-05-03,71.21656036376953,88.74481201171875,100.41068267822266
2019-05-06,71.2590103149414,88.9719467163086,100.68672180175781
2019-05-07,71.29299926757812,89.27483367919922,101.45814514160156
2019-05-08,71.28450012207031,89.10657501220703,101.01962280273438
2019-05-09,71.32694244384766,89.3421630859375,101.43376159667969
2019-05-10,71.34392547607422,89.28324127197266,101.29571533203125
2019-05-13,71.42884826660156,89.72917938232422,102.09149169921875
2019-05-14,71.42884826660156,89.64503479003906,101.79105377197266
2019-05-15,71.47979736328125,89.93106842041016,102.416259765625
2019-05-16,71.43736267089844,89.75439453125,102.0752182006836
2019-05-17,71.45429229736328,89.79647064208984,102.30260467529297
2019-05-20,71.42033386230469,89.64503479003906,102.09149169921875
2019-05-21,71.3863754272461,89.5440444946289,101.92908477783203
2019-05-22,71.42033386230469,89.81330871582031,102.51370239257812
2019-05-23,71.54769134521484,90.36016845703125,103.66673278808594
2019-05-24,71.5222396850586,90.33493041992188,103.75604248046875
2019-05-28,71.58168029785156,90.73035430908203,104.5030746459961
2019-05-29,71.59015655517578,90.69670867919922,104.81974792480469
2019-05-30,71.64961242675781,91.0248794555664,105.72105407714844
2019-05-31,71.80242919921875,91.63060760498047,107.04460144042969
2019-06-03,71.93775177001953,92.07147979736328,107.7605972290039
2019-06-04,71.88671875,91.73426055908203,106.53201293945312
2019-06-05,71.92071533203125,91.73426055908203,105.92988586425781
2019-06-06,71.878173828125,91.7174301147461,106.27162170410156
2019-06-07,71.9547348022461,92.07990264892578,107.19107055664062
2019-06-10,71.88671875,91.62468719482422,106.18212890625
2019-06-11,71.86116027832031,91.62468719482422,106.24724578857422
2019-06-12,71.92071533203125,91.8607406616211,106.32858276367188
2019-06-13,71.99732971191406,92.08834838867188,106.69474792480469
2019-06-14,71.97175598144531,92.15575408935547,106.96329498291016
2019-06-17,71.93775177001953,92.13890075683594,107.15037536621094
2019-06-18,71.94621276855469,92.31592559814453,107.68741607666016
2019-06-19,72.09939575195312,92.56883239746094,107.84198760986328
2019-06-20,72.13343811035156,92.7205810546875,108.12673950195312
2019-06-21,72.09939575195312,92.34127044677734,106.9388427734375
2019-06-24,72.1419448852539,92.66157531738281,107.73623657226562
2019-06-25,72.15895080566406,92.80487060546875,108.06983947753906
2019-06-26,72.07388305664062,92.42554473876953,107.37823486328125
2019-06-27,72.13343811035156,92.70370483398438,108.13494873046875
2019-06-28,72.13343811035156,92.7458724975586,108.06169128417969
2019-07-01,72.08740997314453,92.62936401367188,107.8089599609375
2019-07-02,72.1300277709961,92.95868682861328,108.64048767089844
2019-07-03,72.1470947265625,93.13602447509766,109.4150161743164
2019-07-05,72.00215911865234,92.54491424560547,107.9638671875
2019-07-08,71.96805572509766,92.45198059082031,108.11056518554688
2019-07-09,71.9425277709961,92.39289093017578,108.0698471069336
2019-07-10,72.07036590576172,92.44359588623047,107.4747085571289
2019-07-11,72.03624725341797,91.98753356933594,106.03984069824219
2019-07-12,72.0448226928711,92.08887481689453,106.16213989257812
2019-07-15,72.06181335449219,92.28311157226562,106.7735595703125
2019-07-16,72.03624725341797,92.08043670654297,106.45561981201172
2019-07-17,72.10443878173828,92.51112365722656,107.60514068603516
2019-07-18,72.18968963623047,92.7391128540039,107.61327362060547
2019-07-19,72.11296844482422,92.57022857666016,107.36055755615234
2019-07-22,72.12149810791016,92.61247253417969,107.56441497802734
2019-07-23,72.10443878173828,92.46049499511719,106.9773941040039
2019-07-24,72.12149810791016,92.59556579589844,107.44207763671875
2019-07-25,72.07884979248047,92.43511962890625,106.9284896850586
2019-07-26,72.08740997314453,92.41822052001953,107.1811752319336
2019-07-29,72.08740997314453,92.5027084350586,107.21382141113281
2019-07-30,72.09593200683594,92.54491424560547,107.4747085571289
2019-07-31,72.08740997314453,92.78133392333984,108.33883666992188
2019-08-01,72.29234313964844,93.83372497558594,110.4905014038086
2019-08-02,72.30941772460938,94.0282974243164,111.5116195678711
2019-08-05,72.45459747314453,94.84040069580078,113.43944549560547
2019-08-06,72.48873138427734,94.99266815185547,114.34619140625
2019-08-07,72.49727630615234,94.99266815185547,114.38707733154297
2019-08-08,72.47163391113281,95.00115966796875,114.63206481933594
